Null,CountyID,PollingID,County,Precinct,Polling Location,Address1,Address2,Zip Code
0,31,14,Duplin,MAGNOLIA,MAGNOLIA FIRE DEPARTMENT,108 TAYLOR ST,"MAGNOLIA, NC",28453
0,31,16,Duplin,ROSE HILL,ROSE HILL TOWN HOUSE,510 E MAIN ST,"ROSE HILL, NC",28458
0,31,20,Duplin,GLISSON,PLEASANT GROVE VFD,1794 RED HILL RD,"MT OLIVE, NC",28365
0,31,21,Duplin,WARSAW,WARSAW FIRE DEPARTMENT,117 W BAY ST,"WARSAW, NC",28398
0,31,22,Duplin,WOLFSCRAPE,OAK WOLFE FIRE DEPARTMENT,2440 SUMMERLINS CROSSROAD RD,"MT OLIVE, NC",28365
0,31,23,Duplin,SMITH/CABIN,SMITH COMMUNITY BUILDING,2598 N NC 111 HWY,"PINK HILL, NC",28572
0,31,24,Duplin,HALLSVILLE,HALLSVILLE BAPTIST CHURCH,1291 HALLSVILLE RD,"BEULAVILLE, NC",28518
0,31,25,Duplin,CALYPSO,CALYPSO FIRE DEPARTMENT,109 S EAST CENTER ST,"CALYPSO, NC",28325
0,31,28,Duplin,KENANSVILLE,ED EMORY AUDITORIUM,165 AGRICULTURE DR,"KENANSVILLE, NC",28349
0,31,29,Duplin,ALBERTSON,ALBERTSON RURITAN CLUB,3710 N NC 111 AND 903 HWY,"ALBERTSON, NC",28508
0,31,30,Duplin,BEULAVILLE,FORMER BEULAVILLE ELEMENTARY SCHOOL,508 E MAIN ST,"BEULAVILLE, NC",28518
0,31,31,Duplin,WALLACE,AMERICAN LEGION POST #156,529 E SOUTHERLAND ST,"WALLACE, NC",28466
0,31,36,Duplin,FAISON,FAISON RECREATION AND WELLNESS,184 PARK CIR,"FAISON, NC",28341
0,31,43,Duplin,ROCKFISH,WALLACE WOMEN'S CLUB- BUILDING,216 NE RAILROAD ST,"WALLACE, NC",28466
0,32,1,Durham,1,W J BROGDEN MIDDLE SCHOOL,1001 LEON ST,"DURHAM, NC",27705
0,32,3,Durham,4,N C SCHOOL OF SCIENCE AND MATH,1219 BROAD ST,"DURHAM, NC",27705
0,32,4,Durham,5,W I PATTERSON RECREATION CENTER,2614 CREST ST,"DURHAM, NC",27705
0,32,5,Durham,6,LAKEWOOD ELEMENTARY SCHOOL,2520 VESSON AVE,"DURHAM, NC",27707
0,32,6,Durham,7,DURHAM SCHOOL OF THE ARTS,400 N DUKE ST,"DURHAM, NC",27701
0,32,7,Durham,8,MOREHEAD MONTESSORI MAGNET SCHOOL,909 COBB ST,"DURHAM, NC",27707
0,32,8,Durham,9,FOREST HILLS CLUB HOUSE,1639 UNIVERSITY DR,"DURHAM, NC",27707
0,32,9,Durham,10,C C SPAULDING ELEMENTARY SCHOOL,1531 S ROXBORO RD,"DURHAM, NC",27707
0,32,10,Durham,55-11,WEAVER STREET CENTER,3000 E WEAVER ST,"DURHAM, NC",27707
0,32,11,Durham,12,MONUMENT OF FAITH CHURCH,900 SIMMONS ST,"DURHAM, NC",27701
0,32,12,Durham,13,BURTON ELEMENTARY SCHOOL,1500 MATHISON ST,"DURHAM, NC",27701
0,32,13,Durham,14,GREATER EMMANUEL TEMPLE OF GRACE,2722 E MAIN ST,"DURHAM, NC",27703
0,32,15,Durham,37,COLE MILL ROAD CHURCH OF CHRIST,1617 COLE MILL RD,"DURHAM, NC",27705
0,32,16,Durham,43,FOREST VIEW ELEMENTARY SCHOOL,3007 MT. SINAI RD,"DURHAM, NC",27705
0,32,17,Durham,32,NEAL MIDDLE SCHOOL,201 BAPTIST RD,"DURHAM, NC",27703
0,32,19,Durham,17,DURHAM COUNTY MAIN LIBRARY,300 N ROXBORO ST,"DURHAM, NC",27701
0,32,20,Durham,40,ROGERS HERR MIDDLE SCHOOL,911 W CORNWALLIS RD,"DURHAM, NC",27707
0,32,21,Durham,42,JAMES E SHEPARD MAGNET SCHOOL,2401 DAKOTA ST,"DURHAM, NC",27707
0,32,22,Durham,44,NORTH REGIONAL LIBRARY,221 MILTON RD,"DURHAM, NC",27712
0,32,23,Durham,31,BETHESDA RURITAN CLUB,1714 S MIAMI BLVD,"DURHAM, NC",27703
0,32,24,Durham,33,LOWE'S GROVE BAPTIST CHURCH,4430 S ALSTON AVE,"DURHAM, NC",27713
0,32,26,Durham,39,ST STEPHENS EPISCOPAL CHURCH-PARISH HALL,82 KIMBERLY DR,"DURHAM, NC",27707
0,32,27,Durham,41,WHITE ROCK BAPTIST CHURCH,3400 FAYETTEVILLE ST,"DURHAM, NC",27707
0,32,28,Durham,38,HOPE VALLEY BAPTIST CHURCH,6900 GARRETT RD,"DURHAM, NC",27707
0,32,29,Durham,45,TEMPLE BAPTIST CHURCH,4504 STERLING DR,"DURHAM, NC",27712
0,32,30,Durham,51,SOUTHWEST ELEMENTARY SCHOOL,2320 COOK RD,"DURHAM, NC",27713
0,32,31,Durham,53-1,TRIANGLE GRACE CHURCH,5001 TUDOR PL,"DURHAM, NC",27713
0,32,33,Durham,50,MCMANNEN UNITED METHODIST CHURCH,4102 NEAL RD,"DURHAM, NC",27705
0,32,34,Durham,52,EVANGEL ASSEMBLY OF GOD,1011 LYNN RD,"DURHAM, NC",27703
0,32,35,Durham,54,SOUTH REGIONAL LIBRARY,4505 S ALSTON AVE,"DURHAM, NC",27713
0,32,36,Durham,2,GEORGE WATTS ELEMENTARY SCHOOL,700 WATTS ST,"DURHAM, NC",27701
0,32,37,Durham,3,E K POWE ELEMENTARY SCHOOL,913 NINTH ST,"DURHAM, NC",27705
0,32,39,Durham,19,AMERICAN LEGION POST #7,406 E TRINITY AVE,"DURHAM, NC",27701
0,32,40,Durham,20,DURHAM COUNTY AGRICULTURAL BUILDING,721 FOSTER ST,"DURHAM, NC",27701
0,32,41,Durham,21,CLUB BOULEVARD HUMANITIES MAGNET SCHOOL,400 W CLUB BLVD,"DURHAM, NC",27704
0,32,42,Durham,22,LAKEVIEW SCHOOL,3507 DEARBORN DR,"DURHAM, NC",27704
0,32,43,Durham,23,HOLT ELEMENTARY SCHOOL,4019 HOLT SCHOOL RD,"DURHAM, NC",27704
0,32,44,Durham,24,DPS STAFF DEVELOPMENT CENTER,2107 HILLANDALE RD,"DURHAM, NC",27705
0,32,45,Durham,25,NORTHERN HIGH SCHOOL,117 TOM WILKINSON RD,"DURHAM, NC",27712
0,32,46,Durham,26,BAHAMA VOL FIRE DEPT-ROUGEMONT STATION,11819 N ROXBORO RD,"ROUGEMONT, NC",27572
0,32,47,Durham,27,CREEKSIDE ELEMENTARY SCHOOL,5321 EPHESUS CHURCH RD,"DURHAM, NC",27707
0,32,48,Durham,28,BAHAMA RURITAN CLUB,8202 STAGVILLE RD,"BAHAMA, NC",27503
0,32,49,Durham,29,GLENN ELEMENTARY SCHOOL,2415 E GEER ST,"DURHAM, NC",27704
0,32,50,Durham,30-1,EAST REGIONAL LIBRARY,211 LICK CREEK LN,"DURHAM, NC",27703
0,32,51,Durham,36,YATES BAPTIST CHURCH,2819 CHAPEL HILL RD,"DURHAM, NC",27707
0,32,52,Durham,46,EDISON JOHNSON COMMUNITY CENTER,600 W MURRAY AVE,"DURHAM, NC",27704
0,32,53,Durham,47,IRWIN R HOLMES SR REC CENTER AT CAMPUS HILLS,2000 S ALSTON AVE,"DURHAM, NC",27703
0,32,54,Durham,16,HOLY INFANT CATHOLIC CHURCH,5000 SOUTHPARK DR,"DURHAM, NC",27713
0,32,55,Durham,55-49,NCCU - TURNER LAW BLDG,640 NELSON ST,"DURHAM, NC",27707
0,32,58,Durham,30-2,SOUTHERN HIGH SCHOOL,800 CLAYTON RD,"DURHAM, NC",27703
0,32,64,Durham,34-1,PEARSONTOWN ELEMENTARY SCHOOL,4915 BARBEE RD,"DURHAM, NC",27713
0,32,65,Durham,34-2,IVY COMMUNITY CENTER,4222 FAYETTEVILLE RD,"DURHAM, NC",27713
0,32,68,Durham,18,KIPP DURHAM COLLEGE PREP PUBLIC SCHOOL,1107 HOLLOWAY ST,"DURHAM, NC",27701
0,32,74,Durham,53-2,WAYPOINT CHURCH,6804 FARRINGTON RD,"CHAPEL HILL, NC",27517
0,32,75,Durham,35.3,TRIANGLE BRIDGE CLUB,5110 REVERE RD,"DURHAM, NC",27713
0,32,76,Durham,15,HOLTON CAREER AND RESOURCE CENTER,401 N DRIVER ST,"DURHAM, NC",27703
0,32,77,Durham,48,BOYS AND GIRLS CLUB OF DURHAM AND ORANGE COUNTIES,1010 MARTIN LUTHER KING PKWY,"DURHAM, NC",27713
0,33,1,Edgecombe,TARBORO 1,COUNTY ADMIN BLDG AUDITORIUM,201 ST ANDREW ST,"TARBORO, NC",27886
0,33,2,Edgecombe,TARBORO 2,TARBORO CHURCH OF GOD,412 SHIRLEY ST,"TARBORO, NC",27886
0,33,3,Edgecombe,TARBORO 3,BRASWELL RECREATION CENTER,1501 WESTERN BLVD,"TARBORO, NC",27886
0,33,4,Edgecombe,TARBORO 4,MARTIN MILLENNIUM ACADEMY,400 E JOHNSTON ST,"TARBORO, NC",27886
0,33,5,Edgecombe,CONETOE,CONETOE TOWN HALL,204 CHURCH ST,"CONETOE, NC",27819
0,33,8,Edgecombe,LEGGETT,NEW LEGGETT TOWN HALL,63 DRAUGHN RD,"TARBORO, NC",27886
0,33,9,Edgecombe,WHITAKERS,RED HILL BAPTIST CHURCH,15463 NC 33 NW,"WHITAKERS, NC",27891
0,33,10,Edgecombe,BATTLEBORO,PHILLIPS MIDDLE SCHOOL,4371 BATTLEBORO-LEGGETT RD,"BATTLEBORO, NC",27809
0,33,11,Edgecombe,OLD SPARTA,CHRIST CHURCH AT OLD SPARTA,57 LANCE LN,"MACCLESFIELD, NC",27852
0,33,14,Edgecombe,LEWIS,LEWIS VOLUNTEER FIRE DEPARTMENT,6585 MCKENDREE CHURCH RD,"TARBORO, NC",27886
0,33,15,Edgecombe,ROCKY MOUNT 1,JOHNSON ELEMENTARY SCHOOL,600 N FAIRVIEW RD,"ROCKY MOUNT, NC",27801
0,33,16,Edgecombe,ROCKY MOUNT 2,EDGECOMBE COMMUNITY COLLEGE,225 TARBORO ST,"ROCKY MOUNT, NC",27801
0,33,17,Edgecombe,WEST EDGECOMBE,WEST EDGE VOLUNTEER FIRE DEPT,13555 NC43 N,"ROCKY MOUNT, NC",27801
0,33,18,Edgecombe,ROCKY MOUNT 4,J W PARKER MIDDLE SCHOOL,1500 E VIRGINIA ST,"ROCKY MOUNT, NC",27801
0,33,20,Edgecombe,TEMPERANCE HALL,G W BULLUCK SCHOOL,3090 BULLUCK SCHOOL RD,"ROCKY MOUNT, NC",27801
0,33,25,Edgecombe,LAWRENCE,FREE UNION MISSIONARY BAPTIST CHURCH,4729 NC 97 E,"TARBORO, NC",27886
0,33,26,Edgecombe,SHARPSBURG,WEST EDGECOMBE RURITAN BUILDING,402 RURITAN LN,"ROCKY MOUNT, NC",27801
0,33,27,Edgecombe,SPEED,SPEED VOLUNTEER FIRE DEPT,113 MILL POND RD,"SPEED, NC",27881
0,33,28,Edgecombe,ROCKY MOUNT 5,NORTH END MISSIONARY BAPTIST CHURCH,500 E GRAND AVE,"ROCKY MOUNT, NC",27801
0,33,30,Edgecombe,PINETOPS,PINES CHAPEL MBC FELLOWSHIP HALL,502 E HAMLETT ST,"PINETOPS, NC",27864
0,33,31,Edgecombe,MACCLESFIELD,MACCLESFIELD VOLUNTEER FIRE DEPT,410 E GREEN ST,"MACCLESFIELD, NC",27852
0,34,1,Forsyth,703,ARDMORE BAPTIST CHURCH,501 MILLER ST,"WINSTON SALEM, NC",27103
0,34,2,Forsyth,301,ASHLEY MAGNET ELEMENTARY SCHOOL,1647 ASHLEY SCHOOL CIR,"WINSTON SALEM, NC",27105
0,34,4,Forsyth,905,BETHABARA MORAVIAN CH,2100 BETHABARA RD,"WINSTON SALEM, NC",27106
0,34,5,Forsyth,101,BETHANIA MORAVIAN CHURCH,5545 MAIN ST,"BETHANIA, NC",27010
0,34,6,Forsyth,602,FIRST ALLIANCE CHURCH,1601 POPE RD,"WINSTON SALEM, NC",27127
0,34,7,Forsyth,604,FORSYTH TECH MAIN CAMPUS,1615 MILLER ST,"WINSTON SALEM, NC",27103
0,34,8,Forsyth,55,HOLY FAMILY CATHOLIC CHURCH,4820 KINNAMON RD,"WINSTON SALEM, NC",27103
0,34,9,Forsyth,607,ST JOHN'S LUTHERAN SCHOOL,2415 SILAS CREEK PKWY,"WINSTON SALEM, NC",27103
0,34,10,Forsyth,201,BROWN-DOUGLAS REC CTR,4725 INDIANA AVE,"WINSTON SALEM, NC",27106
0,34,11,Forsyth,902,BRUNSON ELEMENTARY,155 N HAWTHORNE RD,"WINSTON SALEM, NC",27104
0,34,12,Forsyth,807,CALVARY BAPTIST CHURCH - SECHRIST BUILDING,134 S PEACE HAVEN RD,"WINSTON SALEM, NC",27104
0,34,13,Forsyth,305,CARVER HIGH SCHOOL,3545 CARVER SCHOOL RD,"WINSTON SALEM, NC",27105
0,34,14,Forsyth,63,EAST FORSYTH MIDDLE SCHOOL,810 BAGLEY DR,"KERNERSVILLE, NC",27284
0,34,15,Forsyth,54,CLEMMONS CIVIC CENTER,2870 MIDDLEBROOK DR,"CLEMMONS, NC",27012
0,34,16,Forsyth,51,CLEMMONS FIRST BAPTIST CHURCH,3530 CLEMMONS RD,"CLEMMONS, NC",27012
0,34,17,Forsyth,52,CLEMMONS PRESBYTERIAN,3930 CLEMMONS RD,"CLEMMONS, NC",27012
0,34,18,Forsyth,808,W-S FIRST SEVENTH DAY ADVENTIST CHURCH,4545 COUNTRY CLUB RD,"WINSTON SALEM, NC",27104
0,34,19,Forsyth,506,COVENANT PRESBYTERIAN,3627 KONNOAK DR,"WINSTON SALEM, NC",27127
0,34,20,Forsyth,82,EAST FORSYTH HIGH SCHOOL,2500 W MOUNTAIN ST,"KERNERSVILLE, NC",27284
0,34,21,Forsyth,505,EASTON ELEMENTARY SCHOOL,734 CLEMMONSVILLE CIR,"WINSTON SALEM, NC",27107
0,34,22,Forsyth,42,FELLOWSHIP BAPTIST,1075 TEAGUE RD,"WINSTON SALEM, NC",27127
0,34,23,Forsyth,701,FIRST CHRISTIAN CHURCH,2320 COUNTRY CLUB RD,"WINSTON SALEM, NC",27104
0,34,24,Forsyth,502,FOREST PARK ELEMENTARY,2019 MILFORD ST,"WINSTON SALEM, NC",27107
0,34,25,Forsyth,74,MEADOWLARK MIDDLE SCHOOL,301 MEADOWLARK DR,"WINSTON SALEM, NC",27106
0,34,26,Forsyth,123,FORSYTH FRIENDS MEETING,800 JONESTOWN RD,"WINSTON SALEM, NC",27103
0,34,27,Forsyth,705,FORSYTH TECH WEST CAMPUS,1300 BOLTON ST,"WINSTON SALEM, NC",27103
0,34,28,Forsyth,402,FOURTEENTH STREET REC,2020 FOURTEENTH ST,"WINSTON SALEM, NC",27105
0,34,29,Forsyth,43,FRIEDLAND MORAVIAN,2750 FRIEDLAND CHURCH RD,"WINSTON SALEM, NC",27107
0,34,30,Forsyth,11,GLENN HIGH SCHOOL,1600 UNION CROSS RD,"KERNERSVILLE, NC",27284
0,34,31,Forsyth,707,GREEK ORTHODOX CHURCH,435 KEATING DR,"WINSTON SALEM, NC",27104
0,34,32,Forsyth,122,HEAVENVIEW UNITED PENTECOSTAL CHURCH,1410 W CLEMMONSVILLE RD,"WINSTON SALEM, NC",27127
0,34,33,Forsyth,903,SALEM CHAPEL,610 COLISEUM DR,"WINSTON SALEM, NC",27106
0,34,34,Forsyth,206,NORTH HILLS ELEMENTARY SCHOOL,340 ALSPAUGH DR,"WINSTON SALEM, NC",27105
0,34,35,Forsyth,504,SPRAGUE STREET REC CENTER,1350 E SPRAGUE ST,"WINSTON SALEM, NC",27107
0,34,36,Forsyth,83,IBRAHAM ELEMENTARY,5036 OLD WALKERTOWN RD,"WINSTON SALEM, NC",27105
0,34,37,Forsyth,809,JEFFERSON MIDDLE,3500 SALLY KIRK RD,"WINSTON SALEM, NC",27106
0,34,38,Forsyth,204,HOME & GARDEN BUILDING (FAIRGROUNDS),421 W TWENTY SEVENTH ST,"WINSTON SALEM, NC",27105
0,34,39,Forsyth,403,JF KENNEDY SCHOOL,1000 N HIGHLAND AVE,"WINSTON SALEM, NC",27101
0,34,40,Forsyth,61,PADDISON MEMORIAL LIBRARY,248 HARMON LN,"KERNERSVILLE, NC",27284
0,34,41,Forsyth,64,KERNERSVILLE ELEMENTARY,512 W MOUNTAIN ST,"KERNERSVILLE, NC",27284
0,34,42,Forsyth,34,KINGSWOOD UNITED METHODIST CHURCH,6840 UNIVERSITY PKWY,"RURAL HALL, NC",27045
0,34,43,Forsyth,603,DIGGS-LATHAM ELEMENTARY,986 HUTTON ST,"WINSTON SALEM, NC",27101
0,34,44,Forsyth,71,LEWISVILLE ELEMENTARY SCHOOL,150 LUCY LN,"LEWISVILLE, NC",27023
0,34,45,Forsyth,708,LITTLE CREEK RECREATION,610 FOXCROFT DR,"WINSTON SALEM, NC",27103
0,34,46,Forsyth,302,HANES-LOWRANCE MIDDLE SCHOOL,2900 INDIANA AVE,"WINSTON SALEM, NC",27105
0,34,47,Forsyth,203,MARTIN LUTHER KING REC,2001 PITTSBURG AVE,"WINSTON SALEM, NC",27105
0,34,48,Forsyth,805,MESSIAH MORAVIAN CHURCH,1401 N PEACE HAVEN RD,"WINSTON SALEM, NC",27104
0,34,49,Forsyth,702,MILLER PARK RECREATION,400 LEISURE LN,"WINSTON SALEM, NC",27103
0,34,50,Forsyth,306,MINERAL SPRINGS ELEM SCHOOL,4527 OGBURN AVE,"WINSTON SALEM, NC",27105
0,34,51,Forsyth,111,PROVIDENCE MORAVIAN CHURCH,929 OLD HOLLOW RD,"WINSTON SALEM, NC",27105
0,34,52,Forsyth,303,JOHN WESLEY AME ZION CHURCH,1800 NE TWENTY FIFTH ST,"WINSTON SALEM, NC",27105
0,34,53,Forsyth,906,MT TABOR HIGH SCHOOL,342 PETREE RD,"WINSTON SALEM, NC",27106
0,34,54,Forsyth,207,NEW HOPE UNITED METHODIST CHURCH,5125 SHATTALON DR,"WINSTON SALEM, NC",27106
0,34,55,Forsyth,32,NORTHWEST MIDDLE SCHOOL,5501 MURRAY RD,"WINSTON SALEM, NC",27106
0,34,56,Forsyth,91,TOBACCOVILLE COMMUNITY CENTER,4225 TOBACCOVILLE RD,"TOBACCOVILLE, NC",27050
0,34,57,Forsyth,908,OLD TOWN BAPTIST CHURCH,4386 SHATTALON DR,"WINSTON SALEM, NC",27106
0,34,58,Forsyth,909,OLD TOWN RECREATION CTR,4550 SHATTALON DR,"WINSTON SALEM, NC",27106
0,34,59,Forsyth,904,W-S PROFESSIONAL FIRE FIGHTERS HQ,3725 CROSLAND RD,"WINSTON SALEM, NC",27106
0,34,60,Forsyth,205,PAISLEY MIDDLE SCHOOL,1400 GRANT AVE,"WINSTON SALEM, NC",27105
0,34,61,Forsyth,605,PARKLAND HIGH SCHOOL,1600 BREWER RD,"WINSTON SALEM, NC",27127
0,34,62,Forsyth,704,PARKWAY UNITED CHURCH OF CHRIST,1465 IRVING ST,"WINSTON SALEM, NC",27103
0,34,63,Forsyth,132,PFAFFTOWN CHRISTIAN CHURCH,3323 TRANSOU RD,"PFAFFTOWN, NC",27040
0,34,64,Forsyth,606,KONNOAK HILLS METHODIST CHURCH,430 WEISNER ST,"WINSTON SALEM, NC",27127
0,34,65,Forsyth,601,CHRIST MORAVIAN CHURCH,919 W ACADEMY ST,"WINSTON SALEM, NC",27101
0,34,66,Forsyth,66,PINEY GROVE ELEMENTARY,1500 PINEY GROVE RD,"KERNERSVILLE, NC",27284
0,34,67,Forsyth,62,PINEY GROVE FIRE STATION,1109 PINEY GROVE RD,"KERNERSVILLE, NC",27284
0,34,68,Forsyth,801,POLO PARK RECREATION CTR,1850 POLO RD,"WINSTON SALEM, NC",27105
0,34,69,Forsyth,901,REYNOLDS HIGH GIRLS GYM,1404 NORTHWEST BLVD,"WINSTON SALEM, NC",27104
0,34,70,Forsyth,65,KERNERSVILLE 7TH DAY ADVENTIST CHURCH,896 OLD WINSTON RD,"KERNERSVILLE, NC",27284
0,34,71,Forsyth,31,RURAL HALL ELEMENTARY,275 COLLEGE ST,"RURAL HALL, NC",27045
0,34,72,Forsyth,507,SEDGE GARDEN REC CTR,401 ROBBINS RD,"WINSTON SALEM, NC",27107
0,34,73,Forsyth,13,SEDGE GARDEN ELEMENTARY,475 SEDGE GARDEN RD,"KERNERSVILLE, NC",27284
0,34,74,Forsyth,804,SHERWOOD FOREST ELEM SCHOOL,1055 YORKSHIRE RD,"WINSTON SALEM, NC",27106
0,34,75,Forsyth,133,SHILOH LUTHERAN CHURCH,703 LEWISVILLE VIENNA RD,"LEWISVILLE, NC",27023
0,34,76,Forsyth,405,SIMS RECREATION CENTER,1201 ALDER ST,"WINSTON SALEM, NC",27127
0,34,78,Forsyth,706,SOUTH FORK ELEMENTARY,4332 COUNTRY CLUB RD,"WINSTON SALEM, NC",27106
0,34,79,Forsyth,72,SOUTHWEST ELEMENTARY,1631 SOUTHWEST SCHOOL RD,"CLEMMONS, NC",27012
0,34,80,Forsyth,33,ST ANDREWS PRESBYTERIAN CHURCH,357 OLD HOLLOW RD,"WINSTON SALEM, NC",27105
0,34,81,Forsyth,501,ST ANDREWS METHODIST,1840 BUTLER ST,"WINSTON SALEM, NC",27107
0,34,82,Forsyth,907,ST ANNES EPISCOPAL,2690 FAIRLAWN DR,"WINSTON SALEM, NC",27106
0,34,83,Forsyth,709,MOUNT CARMEL UNITED METHODIST CHURCH,4265 EBERT RD,"WINSTON SALEM, NC",27127
0,34,84,Forsyth,802,REYNOLDA CHURCH,2200 REYNOLDA RD,"WINSTON SALEM, NC",27106
0,34,85,Forsyth,503,TRINITY MORAVIAN CHURCH,220 E SPRAGUE ST,"WINSTON SALEM, NC",27127
0,34,86,Forsyth,806,TRINITY UNITED METHODIST CHURCH,3819 COUNTRY CLUB RD,"WINSTON SALEM, NC",27104
0,34,88,Forsyth,73,UNITY MORAVIAN CHURCH,8300 CONCORD CHURCH RD,"LEWISVILLE, NC",27023
0,34,90,Forsyth,131,VIENNA BAPTIST CHURCH,1831 CHICKASHA RD,"PFAFFTOWN, NC",27040
0,34,91,Forsyth,112,WALKERTOWN LIBRARY,2969 MAIN ST,"WALKERTOWN, NC",27051
0,34,92,Forsyth,803,WHITAKER ELEMENTARY,2600 BUENA VISTA RD,"WINSTON SALEM, NC",27104
0,34,93,Forsyth,401,WINSTON LAKE FAMILY YMCA,901 WATERWORKS RD,"WINSTON SALEM, NC",27101
0,34,94,Forsyth,67,KERNERSVILLE FIRE STATION #2,1180 NC 66 S,"KERNERSVILLE, NC",27284
0,34,95,Forsyth,404,EAST WINSTON HERITAGE CENTER,1110 E SEVENTH ST,"WINSTON SALEM, NC",27101
0,34,99,Forsyth,14,BEESONS CROSSROADS FIRE,1105 OLD SALEM RD,"KERNERSVILLE, NC",27284
0,34,100,Forsyth,81,BETHANY BAPTIST CHURCH,600 OLD HOLLOW RD,"WINSTON SALEM, NC",27105
0,34,101,Forsyth,92,MACEDONIA BAPTIST CHURCH,6816 DORAL DR,"TOBACCOVILLE, NC",27050
0,34,107,Forsyth,75,NEW HOPE AME ZION CHURCH,7000 SHALLOWFORD RD,"LEWISVILLE, NC",27023
0,34,108,Forsyth,15,SOUTHEAST MIDDLE SCHOOL,1200 OLD SALEM RD,"KERNERSVILLE, NC",27284
0,34,110,Forsyth,304,FORSYTH TECH CC MAZIE WOODRUFF CTR,4905 LANSING DR,"WINSTON SALEM, NC",27105
0,34,114,Forsyth,12,UNION CROSS ELEMENTARY SCHOOL,4300 HIGH POINT RD,"KERNERSVILLE, NC",27284
0,34,115,Forsyth,21,BELEWS CREEK FIRE STATION,7675 BELEWS CREEK RD,"BELEWS CREEK, NC",27009
0,34,116,Forsyth,53,VFW POST 9010,4675 HAMPTON RD,"CLEMMONS, NC",27012
0,34,117,Forsyth,68,PROJECT RE3,1474 KERNER RD,"KERNERSVILLE, NC",27284
0,35,1,Franklin,LOUISBURG CITY,LOUISBURG POLICE TRAINING CENTER,104 WADE AVE,"LOUISBURG, NC",27549
0,35,2,Franklin,WEST LOUISBURG COUNTRY,LOUISBURG ELEMENTARY SCHOOL GYM,50 STONE SOUTHERLAND RD,"LOUISBURG, NC",27549
0,35,3,Franklin,WEST FRANKLINTON,FRANKLINTON MIDDLE SCHOOL GYM,6948 N CHEATHAM ST,"FRANKLINTON, NC",27525
0,35,6,Franklin,EAST HARRIS,BUNN MIDDLE SCHOOL GYM,4742 N C 39 HWY S,"BUNN, NC",27508
0,35,7,Franklin,BUNN,BUNN FIRE HOUSE,505 MAIN ST,"BUNN, NC",27508
0,35,8,Franklin,PEARCES,PEARCES BAPTIST CHURCH,4688 PEARCES RD,"ZEBULON, NC",27597
0,35,9,Franklin,CYPRESS CREEK,ROCKY CHAPEL BAPTIST CHURCH,988 SYKES RD,"LOUISBURG, NC",27549
0,35,10,Franklin,CEDAR ROCK,JUSTICE FIRE DEPARTMENT,4113 N C HWY 581,"SPRING HOPE, NC",27882
0,35,11,Franklin,GOLD MINE,CENTERVILLE FIRE DEPARTMENT,5939 N C HWY 561,"LOUISBURG, NC",27549
0,35,12,Franklin,SANDY CREEK,GOLD SAND FIRE DEPARTMENT,2295 PERSON RD,"LOUISBURG, NC",27549
0,35,13,Franklin,HAYESVILLE,EPSOM FIRE DEPARTMENT,8120 N C HWY 39 S,"HENDERSON, NC",27537
0,35,14,Franklin,PILOT,PILOT FIRE HOUSE,8028 N C HWY 39 S,"ZEBULON, NC",27597
0,35,15,Franklin,EAST YOUNGSVILLE,CEDAR CREEK MIDDLE SCHOOL GYM,2228 CEDAR CREEK RD,"YOUNGSVILLE, NC",27596
0,35,16,Franklin,EAST FRANKLINTON,FRANKLINTON ELEMENTARY SCHOOL GYM,431 S HILLSBORO ST,"FRANKLINTON, NC",27525
0,35,17,Franklin,EAST  LOUISBURG COUNTRY,TERRELL LANE MIDDLE SCHOOL GYM,101 TERRELL LN,"LOUISBURG, NC",27549
0,35,18,Franklin,WEST HARRIS,ROYAL ELEMENTARY SCHOOL GYM,308 FLAT ROCK CHURCH RD,"LOUISBURG, NC",27549
0,35,19,Franklin,WEST YOUNGSVILLE 2,FAITH BAPTIST CHURCH,249 HOLDEN RD,"YOUNGSVILLE, NC",27596
0,35,20,Franklin,WEST YOUNGSVILLE 1,YOUNGSVILLE BAPTIST CHURCH,315 E MAIN ST,"YOUNGSVILLE, NC",27596
0,36,1,Gaston,YORK CHESTER,ADULT RECREATION CENTER,519 W FRANKLIN BLVD,"GASTONIA, NC",28052
0,36,2,Gaston,VICTORY,PHILLIPS CENTER,2031 ECHO LN,"GASTONIA, NC",28052
0,36,3,Gaston,PLEASANT RIDGE,PLEASANT RIDGE ELEMENTARY SCHOOL,1260 FLOYD LN,"GASTONIA, NC",28052
0,36,4,Gaston,FOREST HEIGHTS,ELK'S LODGE,2700 LINWOOD RD,"GASTONIA, NC",28052
0,36,5,Gaston,HEALTH CENTER,HIGHLAND HEALTH CENTER,609 N HIGHLAND ST,"GASTONIA, NC",28052
0,36,6,Gaston,MYRTLE,T JEFFERS CENTER,121 N HARTMAN ST,"GASTONIA, NC",28052
0,36,7,Gaston,HIGHLAND,ERWIN CENTER,913 N PRYOR ST,"GASTONIA, NC",28052
0,36,8,Gaston,WOODHILL,BRADLEY COMMUNITY CENTER,1200 N MODENA ST,"GASTONIA, NC",28054
0,36,9,Gaston,GRIER,GRIER MIDDLE SCHOOL,1622 E GARRISON BLVD,"GASTONIA, NC",28054
0,36,10,Gaston,SHERWOOD,SHERWOOD ELEMENTARY SCHOOL,1744 DIXON RD,"GASTONIA, NC",28054
